Store,smartIntent,message,starRating,Month of Fiscal Month,Blank
Xfinity #3453 Orem,Store Experience | Staff | Appreciation,Great customer service from Tadg!,5,25-Feb,3453
Xfinity #3453 Orem,Store Experience | Staff | Appreciation,"Jordy helped today and did absolutely everything possible to make sure I got a phone that I desperately needed after mine broke.
He just started and definitely is in the right place. He was polite, helpful and did what he could to really make sure I was happy before I left the store.",5,25-Feb,3453
Xfinity #3453 Orem,Store Experience | Staff | Dissatisfaction,"I've told these idiots at least 100 times to stop calling, texting, emailing me. I moved away from the address in question and I don't have the equipment. It seems like they're too stupid to get the message. Maybe a one star review will do the trick.",1,25-Feb,3453
Xfinity #3453 Orem,Store Experience | Staff | Manager Complaints,"As a loyal Xfinity customer for over 10 years, I am incredibly disappointed with my recent experience at the Orem store. I decided to switch my phone service to Xfinity because I qualified for two discounts: one for being a long-time customer and another for bringing my own phone. The customer service representative even took the model and brand of my phone, confirmed it qualified for the discount, scheduled my appointment, and assured me everything was set up so I could pick up my phone.

However, when I went into the Orem store to complete the process, I was shocked to learn that the manager said my phone was not qualified and that I would not receive a discount for it. This completely contradicted what customer service told me. I even provided the name and ID of the representative I spoke with, but the manager claimed he didn’t know who she was and told me I would need to find her and bring her in to resolve the issue.

This situation has been incredibly frustrating, unprofessional, and a complete waste of my time. I trusted Xfinity to honor their commitments, but instead, I was misled and treated like my concerns didn’t matter. Xfinity needs to fix this lack of communication and accountability.

I hope to hear from Xfinity soon and get this situation resolved. As a long-time customer, I expect better.",1,25-Jan,3453
Xfinity #3455 Draper,Store Experience | Staff | Dissatisfaction,Horrible company,1,25-Feb,3455
Xfinity #3455 Draper,Store Experience | Staff | Dissatisfaction,"I took my baby the first time and Bri attended to him, excellent service, I left very happy with the results, this time I took him again and the girl who attended to him had very bad service, the haircut was very bad, the attention was not pleasant, when she finished cutting his hair she didn't even remove the hair that was on his shirt, I had to take the hair dryer myself to remove it. The baby has some hair sticking out on top, I didn't like this girl at all.",1,25-Mar,3455
Xfinity #3456 Layton,Store Experience | Customer Dissatisfaction,,1,25-Feb,3456
Xfinity #3456 Layton,Store Experience | Customer Dissatisfaction,"The store in Riverdale was the reason that I left XfiNity! If I would have gone to Layton, I would've continued to be with XfiNity. The sales person was amazing.",5,25-Feb,3456
Xfinity #3456 Layton,Store Experience | Long Wait Time,"Colton is incredible with his knowledge and speed of working the accounts and devices.   Great music and conversations while transferring from ATT.  It took only 1.5 hours for a family of devices (7+) to be transferred to Comcast.  Melissa also helped put the numbers together to help seal the deal with the internet deal.

This experience with Comcast was a lot less time than the starting experience with ATT in Farmington three employees and a manager with seven devices, which was a terrible experience taking over eight hours, we left the store with only two devices working out of the six as they ordered apple watches for our Samsung phones which was another ordeal swapping the watches back to Samsung.  I'm not sure who trained the ATT employees from management down  at that store specifically.

But hurray and thank you for the great experience to Colton and Melissa and the Comcast team in Layton!",5,25-Jan,3456
Xfinity #3456 Layton,Store Experience | Staff | Appreciation,"Colton was a straight up baller that took care of my needs ASAP. A great employee and very hospitable. A legend, truly",5,25-Mar,3456
Xfinity #3456 Layton,Store Experience | Staff | Appreciation,Got in and out and fast with all my account issues solved. Colton was a great help,5,25-Feb,3456
Xfinity #3456 Layton,Store Experience | Staff | Appreciation,Great customer service and friendly staff.  Good location with accessible parking.,5,25-Mar,3456
Xfinity #3456 Layton,Store Experience | Staff | Appreciation,"I was at the retail store to add another line and switch over a new phone. Noah, the guy who helped us was h
GREAT!! He was knowledgeable and personable. Excellent experience!",5,25-Mar,3456
Xfinity #3456 Layton,Store Experience | Staff | Appreciation,"Today I went to the place of Layton and Angel attended me very well, it was very clear when I gave myself the information I asked for, and very attentive and cordial , Congratulations for having such a good worker, thank you Angel.",5,25-Mar,3456
Xfinity #3456 Layton,Store Experience | Staff | Behaviour Issues,"I happen to go in when it was a little busy. They took about 5 min to even acknowledge me. Then I waited a total of 30 more min until I was helped, just to pick up a new router/gateway.

While I was waiting they had music playing on a Bluetooth speaker that was resting on one of the signs hanging from the ceiling. It was a bit loud and I had trouble hearing them talk to me, they were practically yelling at reaching across the store to communicate. I found this unprofessional.

While I was waiting a woman came in and they went to get her name. I was close enough I heard her she was just in to pick up some equipment, like I was. He told her to wait and he would grab it real quick. It didn't turn into a real quick interaction. As the store employees do he tried to upsell her on a phone plan, they were still taking about it when I left. This employee thought he could just be real quick with her but cut her to the front of the queue skipping 4 other customers that were waiting.

When it was finally my turn Felix got my info and reason I was there but before he went in the back to get the gateway he tried to upsell me on a phone plan. I promptly declined not to waste our time. He was nice and quick to get me on my way.

Why should it take 30+ min just to pick up equipment for a self install? I could have had it shipped to me but would have waited 5 or more days. They should have self service pickup and drop off lockers. I know you have phones, I don't want one from you...",2,25-Mar,3456
